"annotation_id","annotator","created_at","id","komentar","label","lead_time","sentiment","updated_at"
379,"1","2025-05-16T06:47:35.359060Z",2169,"gak sabar beli roti seharga beli 10 mansion~","",4.956,"sarkastik","2025-05-16T06:47:35.359060Z"
380,"1","2025-05-16T06:47:39.639545Z",2170,"kata mulyono ekonomi meroket😍","",3.599,"sarkastik","2025-05-16T06:47:39.639545Z"
381,"1","2025-05-17T13:48:18.534603Z",2171,"gw bertahan karna martabak sama mie ayam","",56.272,"tidak sarkastik","2025-05-17T13:48:18.534603Z"
382,"1","2025-05-17T13:48:58.231664Z",2172,"Abang ini kayanya ga pro pemerintah 🤣","",38.457,"sarkastik","2025-05-17T13:48:58.231664Z"
383,"1","2025-05-17T13:49:08.012074Z",2173,"RUPIAH SEMAKIN MELEMAH 🙏🗿","",8.901,"sarkastik","2025-05-17T13:49:08.012074Z"
384,"1","2025-05-17T13:49:21.545532Z",2174,"emg bener ya katanya jaman dulu itu 1 dollar harga nya cuma 5 ribu rupiah?","",12.501,"tidak sarkastik","2025-05-17T13:49:21.545532Z"
385,"1","2025-05-17T13:49:39.607815Z",2175,"iya bener itu dijamannya pak habibie, yg sebelum dia menjabat rupiah kena inflasi besar""an. 1usd hampir 15k di tahun 1997-1998an klo gak salah, dan rupiah menguat thn 1999 dengan 6.700. bisa cek di internet aja cmiiw","",17.393,"tidak sarkastik","2025-05-17T13:49:39.607815Z"
386,"1","2025-05-17T13:50:02.139405Z",2176,"gimana mau naikin rupiah kalo China Masi adaa😹😹","",21.694,"tidak sarkastik","2025-05-17T13:50:02.139405Z"
387,"1","2025-05-17T13:50:07.132016Z",2177,"🥺up","",4.081,"tidak sarkastik","2025-05-17T13:50:07.133059Z"
388,"1","2025-05-17T13:50:24.481582Z",2178,"FULL MALING","",16.559,"tidak sarkastik","2025-05-17T13:50:24.481582Z"
389,"1","2025-05-17T13:50:30.552857Z",2179,"I'm so done with this country","",5.394,"sarkastik","2025-05-17T13:50:30.552857Z"
390,"1","2025-05-17T13:50:36.851061Z",2180,"Prabowo OP early game","",5.473,"sarkastik","2025-05-17T13:50:36.851061Z"
391,"1","2025-05-17T13:50:53.946948Z",2181,"ohhhh 💀💀💀","",16.174,"tidak sarkastik","2025-05-17T13:50:53.946948Z"
392,"1","2025-05-17T13:50:59.678349Z",2182,"awwww🤣🤣","",5.01,"tidak sarkastik","2025-05-17T13:50:59.678349Z"
393,"1","2025-05-17T13:51:03.899123Z",2183,"UP GUYS!","",3.624,"tidak sarkastik","2025-05-17T13:51:03.899123Z"
394,"1","2025-05-17T13:51:08.528639Z",2184,"Niceeeee🔥🔥🔥🔥🔥🔥","",3.812,"tidak sarkastik","2025-05-17T13:51:08.528639Z"
395,"1","2025-05-17T13:51:13.044636Z",2185,"up","",3.72,"tidak sarkastik","2025-05-17T13:51:13.045680Z"
396,"1","2025-05-17T13:51:51.504539Z",2186,"Akhirnya terbongkar juga kenapa DPR tidak mau mengesahkan UUD anti korupsi.","",37.705,"sarkastik","2025-05-17T13:51:51.504676Z"
397,"1","2025-05-17T13:51:57.643247Z",2187,"abis di berita doang kaga ada tindakan👍","",5.413,"sarkastik","2025-05-17T13:51:57.643247Z"
398,"1","2025-05-17T13:52:04.542618Z",2188,"negara ini sudah kronis","",6.102,"sarkastik","2025-05-17T13:52:04.542618Z"
399,"1","2025-05-17T13:52:15.085210Z",2189,"scrol dikit korupsi 😊 ampunnn","",9.724,"sarkastik","2025-05-17T13:52:15.085210Z"
400,"1","2025-05-17T13:52:36.735640Z",2190,"salah satu alsan uu perampasan aset ga d sentuh² 🤣","",20.873,"sarkastik","2025-05-17T13:52:36.736639Z"
401,"1","2025-05-17T13:52:46.499143Z",2191,"ya Allah PK Jokowi berjuang sendiri melawan koruptor 😭pantesan yg sakit hati PDA pengen menjatuhkan pkde d fitnah d hina tetapi pkde slalu sabar dn kuat,hebat PK Jokowi 👍👍👍","",8.935,"sarkastik","2025-05-17T13:52:46.499143Z"
402,"1","2025-05-17T13:52:53.385409Z",2192,"luar biasa negara ini,...di mana2 para pejabatnya sebagian korupsi, sementara rakyat di paksa bayar pajak...","",6.017,"sarkastik","2025-05-17T13:52:53.385409Z"
403,"1","2025-05-17T13:53:01.068676Z",2193,"rakyat sampe udh terbiasa melihat berita ginian karna saking sering nya 😂😂😂","",6.834,"sarkastik","2025-05-17T13:53:01.068676Z"
404,"1","2025-05-17T13:53:09.114152Z",2194,"taukan kenapa DPR gk mau bahas peranpasan aset dan tau kan anggota DPR bayak dr partai mana... maaf kalau ada yg kesinggung. 🤣🤣","",7.166,"sarkastik","2025-05-17T13:53:09.114152Z"
405,"1","2025-05-17T13:53:19.177478Z",2195,"palingan pas tau trnyta nembus ke org yg pegang rahasia,senyap ni berita 🤣","",9.348,"sarkastik","2025-05-17T13:53:19.177478Z"
406,"1","2025-05-17T13:53:28.314007Z",2196,"yok tebak-tebakan bakal ditutup pake kasus viral apa atau artis siapa 🗿","",8.303,"sarkastik","2025-05-17T13:53:28.314007Z"
407,"1","2025-05-17T13:53:38.248342Z",2197,"Yang jadi korban rakyat. Sedih","",9.098,"tidak sarkastik","2025-05-17T13:53:38.248342Z"
408,"1","2025-05-17T13:53:53.328098Z",2198,"makanya adakan hukum m**i kalau hukuman nya cuman 6 tahun karna bersikap ramah dan sopan , mereka gak kapok","",14.204,"sarkastik","2025-05-17T13:53:53.328098Z"
409,"1","2025-05-17T13:54:02.259854Z",2199,"sahkan RUU PERAMPASAN ASET","",8.17,"tidak sarkastik","2025-05-17T13:54:02.259854Z"
410,"1","2025-05-17T13:55:13.569332Z",2200,"10 berkuasa,150 tahun kerusakan yang ditimbulkannya,","",70.414,"sarkastik","2025-05-17T13:55:13.569332Z"
411,"1","2025-05-17T13:55:40.549601Z",2201,"seperti biasa buzzer anies ama banteng pada komen ""mulyono""","",26.154,"sarkastik","2025-05-17T13:55:40.549601Z"
412,"1","2025-05-17T13:55:47.314080Z",2202,"katanya kalo kotak pandora d buka semua negara akan bubar","",5.944,"sarkastik","2025-05-17T13:55:47.314080Z"
413,"1","2025-05-17T13:55:57.465886Z",2203,"Knapa waktu Bpk Jokowi mendesak agar usulan RUU tdk disetujui oleh DPR...
Pahamkan,..
Saatnya di era Pk Prabowokah yg akan menyelesaikannya..","",9.428,"tidak sarkastik","2025-05-17T13:55:57.465886Z"
414,"1","2025-05-17T13:56:14.477920Z",2204,"Wiiiihhhhhh.. kerennn... Colab BI & DPR RI.. the best colab 2025","",16.101,"tidak sarkastik","2025-05-17T13:56:14.477920Z"
415,"1","2025-05-17T13:56:21.108929Z",2205,"dengan gagahnya menggeser layar 😇","",5.777,"tidak sarkastik","2025-05-17T13:56:21.108929Z"
416,"1","2025-05-17T13:56:56.370465Z",2206,"saya ingat kan sekali lagi
""kalo pejabat gak ad yg korup kita semua kaya.""
terserah mau percaya atau enggak.","",34.487,"tidak sarkastik","2025-05-17T13:56:56.370465Z"
417,"1","2025-05-17T13:57:15.302354Z",2207,"polisinya kemanaaa??","",18.104,"sarkastik","2025-05-17T13:57:15.302354Z"
418,"1","2025-05-17T13:57:35.218659Z",2208,"kalo saya si gamasalah cuma 2rb , sebulan cuma jadi 60rb doang, lumayan kalo mobil masuk jalan rame di bantuin","",19.12,"sarkastik","2025-05-17T13:57:35.218659Z"
419,"1","2025-05-17T13:58:11.444734Z",2209,"Gua tetap ngasih, gpp lh 2K - 5K gbikin uang kita habis, kadang juga kalo ada lebih kasih 10K.
g niat bayar parkir, tapi niat sedekah.
kita kn gtau, brangkali dia di rumah punya anak kecil.","",35.41,"tidak sarkastik","2025-05-17T13:58:11.444734Z"
420,"1","2025-05-17T13:58:18.275928Z",2210,"gw kasir minimarket .. ytta aja karna sering nuker receh ke kasir 😏","",6.035,"sarkastik","2025-05-17T13:58:18.276243Z"
421,"1","2025-05-17T13:58:23.793176Z",2211,"gua ga tegaan anjir kasian :(","",4.718,"tidak sarkastik","2025-05-17T13:58:23.793176Z"
422,"1","2025-05-17T13:58:45.594551Z",2212,"biarpun parkir liar tapi gw butuh,buat nyebrang,buat keluarin motor pas rame,jadi uang 2rebu g sia"".klo klen g mw ngash gpp","",20.982,"tidak sarkastik","2025-05-17T13:58:45.594551Z"
423,"1","2025-05-17T13:58:54.076234Z",2213,"Semoga kita semua selalu diberi rezeki yang cukup🥺","",7.712,"tidak sarkastik","2025-05-17T13:58:54.076234Z"
424,"1","2025-05-17T13:59:11.178683Z",2214,"skrg ada parkir di supermarket gua nunggu di luar sebrang disuruh mak🗿, klau mau blanja gantian nunggunya","",16.192,"tidak sarkastik","2025-05-17T13:59:11.179804Z"
425,"1","2025-05-17T13:59:27.471055Z",2215,"di Papua tdak ada tukang parkir""an sampai di Jawa kaget kamar mandi umum juga bayar..😄😭","",15.622,"sarkastik","2025-05-17T13:59:27.471055Z"
426,"1","2025-05-17T13:59:51.252613Z",2216,"Tapi kalu dirapiin bgini mah ga masalah ngasi 2000..","",22.896,"tidak sarkastik","2025-05-17T13:59:51.252613Z"
427,"1","2025-05-17T14:00:20.015096Z",2217,"ga masalah sih soalnya mereka juga bantu pas nyebrang pas keluarin motor mobil juga lebih aman juga","",28.023,"tidak sarkastik","2025-05-17T14:00:20.015096Z"
428,"1","2025-05-17T14:00:26.536617Z",2218,"😭@:ֶָ֢⋆.ೃ࿔*:･","",5.84,"tidak sarkastik","2025-05-17T14:00:26.537618Z"
429,"1","2025-05-17T14:00:31.546233Z",2219,"@Ningway","",4.043,"tidak sarkastik","2025-05-17T14:00:31.546233Z"
430,"1","2025-05-17T14:00:36.928544Z",2220,"mana nih yang bilang mau nurunin 1 dolar jadi 5 rebu😹","",4.496,"sarkastik","2025-05-17T14:00:36.928544Z"
431,"1","2025-05-17T14:00:44.062966Z",2221,"katanya mau ngelumpuhin dolar sampe di angka 5ribu eh tau2 nya malah rupiah makin lemah dolar makin naik😭","",6.343,"sarkastik","2025-05-17T14:00:44.062966Z"
432,"1","2025-05-17T14:00:51.693647Z",2222,"kirain bakal turun ke 5000/usd🗿🗿🗿","",6.88,"sarkastik","2025-05-17T14:00:51.693647Z"
433,"1","2025-05-17T14:01:01.377600Z",2223,"gua ramal 2030 100.000 serasa 1000","",8.835,"sarkastik","2025-05-17T14:01:01.377600Z"
434,"1","2025-05-17T14:01:06.670195Z",2224,"pertama😹😹","",4.372,"tidak sarkastik","2025-05-17T14:01:06.670195Z"
435,"1","2025-05-17T14:01:11.174504Z",2225,"yg punya emas untung bnyk .","",3.647,"tidak sarkastik","2025-05-17T14:01:11.174504Z"
436,"1","2025-05-17T14:01:17.275083Z",2226,"dollar naik, gaji juga harus naik","",5.137,"tidak sarkastik","2025-05-17T14:01:17.275083Z"
437,"1","2025-05-17T14:01:26.007005Z",2227,"mau pindah negara tapi gaada bakso😔","",8.086,"sarkastik","2025-05-17T14:01:26.007005Z"
438,"1","2025-05-17T14:02:08.955661Z",2228,"kita yang di malaysia mendukung kebijakan prabowo. kirim 1000. dpt 3jt700 lebih... bismillah bulan depan 1000rm dapt 5jt","",42.156,"tidak sarkastik","2025-05-17T14:02:08.955661Z"
439,"1","2025-05-17T14:02:55.048045Z",2229,"kenapa pemerintah ga buat akun youtube aja dan suruh rakyatnya buat nge subscribe untuk melunasi hutang negara (bertanya dengan nada lembut)","",45.406,"tidak sarkastik","2025-05-17T14:02:55.048045Z"
440,"1","2025-05-17T14:03:01.894531Z",2230,"bang knp sih semua negara tergantung banget ke Amerika?","",5.842,"tidak sarkastik","2025-05-17T14:03:01.894531Z"
441,"1","2025-05-17T14:03:39.307668Z",2231,"Karena Amerika punya dolar yang jadi mata uang utama dunia, ekonomi gede banget, dan pengaruh politik & teknologinya kuat. Banyak transaksi global, utang, dan investasi pakai dolar, jadi kalau AS batuk, dunia bisa ikut flu. cmiiw","",36.584,"tidak sarkastik","2025-05-17T14:03:39.307668Z"
442,"1","2025-05-17T14:03:45.024744Z",2232,"bisa turun lagi ga ya??","",4.87,"tidak sarkastik","2025-05-17T14:03:45.024744Z"
443,"1","2025-05-17T14:03:51.873346Z",2233,"bisa , waktu itu jamwn alm pak Habibi bisa","",6.154,"tidak sarkastik","2025-05-17T14:03:51.873346Z"
444,"1","2025-05-17T14:03:56.822234Z",2234,"ngefek ga si ini ke cicilan?","",4.284,"tidak sarkastik","2025-05-17T14:03:56.822234Z"
445,"1","2025-05-17T14:04:03.072233Z",2235,"ayam geprek dri 27k udah naik jdi 32k 🙂","",5.464,"tidak sarkastik","2025-05-17T14:04:03.072233Z"
446,"1","2025-05-17T14:04:08.268813Z",2236,"sdngkn ibu2 FB Mlah pada seneng dolar naik🗿","",4.365,"sarkastik","2025-05-17T14:04:08.268813Z"
447,"1","2025-05-17T14:04:24.653906Z",2237,"ngejelekin di bilang iri ngakak anjir","",15.497,"tidak sarkastik","2025-05-17T14:04:24.653906Z"
448,"1","2025-05-17T14:04:30.700662Z",2238,"itu yang bilang bener bg","",5.181,"tidak sarkastik","2025-05-17T14:04:30.700662Z"
449,"1","2025-05-17T14:04:36.867438Z",2239,"ganteng juga kakek gua","",5.357,"sarkastik","2025-05-17T14:04:36.867438Z"
450,"1","2025-05-17T14:04:42.065050Z",2240,"spil orng yg iri ma lu","",4.301,"tidak sarkastik","2025-05-17T14:04:42.065050Z"
451,"1","2025-05-17T14:04:48.599328Z",2241,"Manyun mlu anj","",5.798,"tidak sarkastik","2025-05-17T14:04:48.599328Z"
452,"1","2025-05-17T14:04:53.716011Z",2242,"saya tdk merasa iri😓","",4.355,"tidak sarkastik","2025-05-17T14:04:53.716011Z"
453,"1","2025-05-17T14:05:00.962867Z",2243,"NGADU NGADI LOE BAYY","",6.359,"tidak sarkastik","2025-05-17T14:05:00.963789Z"
454,"1","2025-05-17T14:05:06.728516Z",2244,"iri? 🤭🤭","",4.772,"tidak sarkastik","2025-05-17T14:05:06.728516Z"
455,"1","2025-05-17T14:05:17.979294Z",2245,"msih gantengan spupu sya ternyata 🙏🏻","",10.528,"sarkastik","2025-05-17T14:05:17.980334Z"
456,"1","2025-05-17T14:05:35.027561Z",2246,"gntengan ayah gw dri pda lu🤭","",16.271,"sarkastik","2025-05-17T14:05:35.027561Z"
457,"1","2025-05-17T14:05:44.326034Z",2247,"tahan pemirsaa tahannn","",8.481,"tidak sarkastik","2025-05-17T14:05:44.326034Z"
458,"1","2025-05-17T14:05:51.692038Z",2248,"oow","",6.536,"tidak sarkastik","2025-05-17T14:05:51.692038Z"
459,"1","2025-05-17T14:06:03.142565Z",2249,"spill org yg iri ama lo","",10.521,"tidak sarkastik","2025-05-17T14:06:03.142565Z"
460,"1","2025-05-17T14:06:14.456745Z",2250,"mending saingin temen gw daripada lu","",10.565,"tidak sarkastik","2025-05-17T14:06:14.456745Z"
461,"1","2025-05-17T14:06:20.170920Z",2251,"imut neng?","",4.745,"sarkastik","2025-05-17T14:06:20.170920Z"
462,"1","2025-05-17T14:06:41.521806Z",2252,"jangan salahkan negaranya tapi, orang² pejabatnya yang tidak berfaedah","",20.515,"tidak sarkastik","2025-05-17T14:06:41.521806Z"
463,"1","2025-05-17T14:06:47.769477Z",2253,"jngn hanya pejabatnya tapi rakyatnya juga harus berbenah 🤭","",5.48,"tidak sarkastik","2025-05-17T14:06:47.769477Z"
464,"1","2025-05-17T14:06:51.836443Z",2254,"yup. pemimpin adalah cerminan rakyatnya.","",3.281,"tidak sarkastik","2025-05-17T14:06:51.836443Z"
465,"1","2025-05-17T14:07:08.934087Z",2255,"gimana gak berubah, tiap tahun pejabat mulu yg di titik fokuskan, sedangan sumber dari semuanya adalah rakyat sebagai PEMILIH 😂","",16.371,"sarkastik","2025-05-17T14:07:08.934087Z"
466,"1","2025-05-17T14:07:13.347059Z",2256,"betul betul","",3.511,"tidak sarkastik","2025-05-17T14:07:13.347059Z"
467,"1","2025-05-17T14:07:20.128275Z",2257,"gedeg anjjjjjjjjjjjjj","",5.984,"tidak sarkastik","2025-05-17T14:07:20.128275Z"
468,"1","2025-05-17T14:07:25.098529Z",2258,"Seruu bgtt😭😭","",4.224,"tidak sarkastik","2025-05-17T14:07:25.098529Z"
469,"1","2025-05-17T14:07:36.697267Z",2259,"“Susah banget sihh” ya lo lagian ngapain pakek jas hujan😭🙏🏻","",10.762,"tidak sarkastik","2025-05-17T14:07:36.697267Z"
470,"1","2025-05-17T14:07:42.762331Z",2260,"versi lowbudget","",5.267,"tidak sarkastik","2025-05-17T14:07:42.762331Z"
471,"1","2025-05-17T14:07:49.013067Z",2261,"Serah lu bambang😭","",5.473,"tidak sarkastik","2025-05-17T14:07:49.013067Z"
472,"1","2025-05-17T14:07:54.877455Z",2262,"lu ngapain si yallah","",5.069,"tidak sarkastik","2025-05-17T14:07:54.877455Z"
473,"1","2025-05-17T14:08:00.858844Z",2263,"gpp dah yg pnting lucu😭😭","",5.201,"tidak sarkastik","2025-05-17T14:08:00.858844Z"
474,"1","2025-05-17T14:08:07.058259Z",2264,"kenapa aku tontonin sampe akhir ya😭","",5.332,"tidak sarkastik","2025-05-17T14:08:07.058259Z"
475,"1","2025-05-17T14:08:15.643329Z",2265,"Gaya no 1 kenyamanan nomor sekian 😭","",7.761,"sarkastik","2025-05-17T14:08:15.643329Z"
476,"1","2025-05-17T14:08:28.889962Z",2266,"Ditempel ya itu","",12.435,"tidak sarkastik","2025-05-17T14:08:28.889962Z"
477,"1","2025-05-17T14:08:44.469081Z",2267,"duu capee","",14.745,"tidak sarkastik","2025-05-17T14:08:44.469081Z"
478,"1","2025-05-17T14:08:49.770790Z",2268,"definisi cewe mahal","",4.446,"tidak sarkastik","2025-05-17T14:08:49.770790Z"
479,"1","2025-05-17T14:09:29.429436Z",2269,"gelisah banget gua liatnya😫","",38.724,"tidak sarkastik","2025-05-17T14:09:29.429436Z"
480,"1","2025-05-17T14:10:06.328456Z",2270,"hahahahhah lucu skli, dari gerak dan nada ny mirip mh 🤣","",36.101,"tidak sarkastik","2025-05-17T14:10:06.328456Z"
481,"1","2025-05-17T14:10:18.127123Z",2271,"ROZI ANJ😭","",10.937,"sarkastik","2025-05-17T14:10:18.127123Z"
482,"1","2025-05-17T14:10:22.772171Z",2272,"kurang body serum lencir aja sii","",3.844,"sarkastik","2025-05-17T14:10:22.772171Z"
483,"1","2025-05-17T14:10:26.576780Z",2273,"Alah rozi😭🙏","",2.953,"sarkastik","2025-05-17T14:10:26.576780Z"
484,"1","2025-05-17T14:10:30.841102Z",2274,"bisa bisa nya fyp ke gw🥺","",3.406,"tidak sarkastik","2025-05-17T14:10:30.841102Z"
485,"1","2025-05-17T14:10:41.207854Z",2275,"seandainya demo tentang ini dulu jgn makan siang gratis atau efisiensi dulu😭","",9.727,"tidak sarkastik","2025-05-17T14:10:41.207854Z"
486,"1","2025-05-17T14:10:46.424563Z",2276,"😹😹","",4.557,"tidak sarkastik","2025-05-17T14:10:46.424563Z"
487,"1","2025-05-17T14:10:53.991191Z",2277,"saya setuju pemuda harus bergerak seperti zamannya rezim pak Harto..zaman pak Jokowi kenapa banyak korupsi n nepotisme..harusnya negara kita udah kaya,rakyat harusnya makmur .","",6.694,"tidak sarkastik","2025-05-17T14:10:53.991191Z"
488,"1","2025-05-17T14:11:00.817772Z",2278,"berarti pejabat bukan warga negara y..?!tikus berdasi mungkin🤭","",6.147,"tidak sarkastik","2025-05-17T14:11:00.817772Z"
489,"1","2025-05-17T14:11:07.335609Z",2279,"insecure emng gaboleh, tapi kalo pede nya ketinggian juga ga baik sih","",5.585,"tidak sarkastik","2025-05-17T14:11:07.335609Z"
490,"1","2025-05-17T14:11:12.801746Z",2280,"gua ga iri sumpah
beneran ga boong","",4.636,"tidak sarkastik","2025-05-17T14:11:12.801871Z"
491,"1","2025-05-17T14:11:17.269178Z",2281,"filternya ga mempan anj😔🙏","",3.648,"sarkastik","2025-05-17T14:11:17.269178Z"
492,"1","2025-05-17T14:11:22.238501Z",2282,"g,cakep bapa we","",4.184,"tidak sarkastik","2025-05-17T14:11:22.238501Z"
493,"1","2025-05-17T14:11:29.052033Z",2283,"Duta Manyun🗿","",5.845,"sarkastik","2025-05-17T14:11:29.052033Z"
494,"1","2025-05-17T14:11:38.604491Z",2284,"bukan Bayu namanya kalo ga manyun wkwk","",8.631,"sarkastik","2025-05-17T14:11:38.604491Z"
495,"1","2025-05-17T14:11:46.582024Z",2285,"iya deh nyunn🙏","",7.167,"sarkastik","2025-05-17T14:11:46.582024Z"
496,"1","2025-05-17T14:12:03.680961Z",2286,"nnti klo yg ckpan yg nyaingin gmn?😳","",16.376,"tidak sarkastik","2025-05-17T14:12:03.680961Z"
497,"1","2025-05-17T14:12:08.130645Z",2287,"gantengan bpk gw🙂🙏","",3.619,"sarkastik","2025-05-17T14:12:08.130645Z"
499,"1","2025-05-17T14:12:28.962377Z",2288,"lama² ngelunjak nie org😌","",12.021,"tidak sarkastik","2025-05-17T14:12:28.962377Z"
500,"1","2025-05-17T14:12:42.410624Z",2289,"tu mulut lemes amat dh","",12.582,"sarkastik","2025-05-17T14:12:42.410624Z"
501,"1","2025-05-17T14:12:47.159192Z",2290,"AWOGAWOG bgt ga si","",3.876,"tidak sarkastik","2025-05-17T14:12:47.159192Z"
502,"1","2025-05-17T14:12:50.425150Z",2291,"lagi trend","",2.462,"tidak sarkastik","2025-05-17T14:12:50.425150Z"
503,"1","2025-05-17T14:12:56.292959Z",2292,"@tan ⋆ 𐙚 ̊. @Gita @sicha 𐙚","",4.782,"tidak sarkastik","2025-05-17T14:12:56.292959Z"
504,"1","2025-05-17T14:13:01.489821Z",2293,"g ngaruh kata 58 pasti 🤣😂😂","",4.32,"sarkastik","2025-05-17T14:13:01.489821Z"
505,"1","2025-05-17T14:13:09.020664Z",2294,"Jawa=Hama","",6.683,"sarkastik","2025-05-17T14:13:09.020664Z"
506,"1","2025-05-17T14:13:22.488170Z",2295,"Jgn kredit, jgn berhutang, jgn boros,jgn resaign dri pekerjaan,jgn melakukan ekspansi usaha, fokus besarkan usaha yg ada","",12.532,"tidak sarkastik","2025-05-17T14:13:22.488170Z"
507,"1","2025-05-17T14:13:29.001219Z",2296,"beneran gw kek nya belajar buat ninggalin indo😔","",5.649,"tidak sarkastik","2025-05-17T14:13:29.001219Z"
508,"1","2025-05-17T14:13:40.284043Z",2297,"ngeri bngt masa dewasa gue😔😔","",10.52,"tidak sarkastik","2025-05-17T14:13:40.284043Z"
509,"1","2025-05-17T14:13:46.203352Z",2298,"beli game jadi mahal :')","",5.045,"tidak sarkastik","2025-05-17T14:13:46.203352Z"
510,"1","2025-05-17T14:13:54.270046Z",2299,"Berat bgt dewasaku😭","",7.152,"tidak sarkastik","2025-05-17T14:13:54.270046Z"
511,"1","2025-05-17T14:14:01.766993Z",2300,"kalau mata uang kita seperi mata uang kuwait mungkin kita tidak akan mengalami inflasi yang dimain kan orang luar nyatannya dinar mata uang paling stabil dan digunakan sejak zaman rasulullah","",6.776,"tidak sarkastik","2025-05-17T14:14:01.766993Z"
512,"1","2025-05-17T14:14:08.384707Z",2301,"kalian bertahan disini pasti karena tempe murah kan🗿","",5.743,"sarkastik","2025-05-17T14:14:08.384707Z"
513,"1","2025-05-17T14:14:13.682189Z",2302,"agak susah bro, apalagi ketua DPR itu dari banteng","",4.45,"sarkastik","2025-05-17T14:14:13.682189Z"
514,"1","2025-05-17T14:14:20.263081Z",2303,"Lah, tau kan kenapa gak disahkan? Banyak korupsi yg tertutup. Dan mereka takut miskin mau nya memperkaya diri sndiri","",5.666,"tidak sarkastik","2025-05-17T14:14:20.263081Z"
515,"1","2025-05-17T14:14:27.430805Z",2304,"kecuali ibu titiek itu dijadikan kandidat pasti langsung ketok palu,","",6.272,"tidak sarkastik","2025-05-17T14:14:27.430805Z"
516,"1","2025-05-17T14:14:35.027549Z",2305,"krn ruu itu produk dr dpr, yang korupsi org2 dpr juga..gk akan kelar lo di dpr dihuni org2 berhati iblis","",6.722,"tidak sarkastik","2025-05-17T14:14:35.027549Z"
517,"1","2025-05-17T14:14:50.295571Z",2306,"kalau masalah gini mahasisiwa ke mana kok diem2 aja😂","",14.402,"sarkastik","2025-05-17T14:14:50.295571Z"
518,"1","2025-05-17T14:15:13.409438Z",2307,"Lagi dibacking duit banyak sama petinggi, tauu kan? Ada uang ada kuasa","",22.256,"sarkastik","2025-05-17T14:15:13.409438Z"
519,"1","2025-05-17T14:15:20.723280Z",2308,"ya bang aslinya negri ini dijaja sama bangsa sendiri","",6.581,"sarkastik","2025-05-17T14:15:20.723280Z"
520,"1","2025-05-17T14:15:26.606792Z",2309,"Omongan alm gusdur terbukti, dan kenapa beliau dilengserkan? Lucunya negara ini","",4.977,"sarkastik","2025-05-17T14:15:26.606792Z"
521,"1","2025-05-17T14:15:33.139904Z",2310,"dulu sekolah kan....
ketua DPRI tidak bisa Mensah kan UU seorang diri...
UU bisa jadi kalau 50%lebih fraksi lain menyetujui nya....
dan presiden pun bisa bikin UU dengan mengeluarkan perpu....
kalau anda 8390k,,lebih baik diam","",5.686,"tidak sarkastik","2025-05-17T14:15:33.139904Z"
522,"1","2025-05-17T14:15:51.802301Z",2311,"baca lagi bro yang baik dan benar, biar ga kesana kesini","",17.832,"tidak sarkastik","2025-05-17T14:15:51.802301Z"
523,"1","2025-05-17T14:16:01.336274Z",2312,"SETUJU","",8.705,"tidak sarkastik","2025-05-17T14:16:01.336274Z"
524,"1","2025-05-17T14:16:14.850057Z",2313,"se7 👍","",12.345,"tidak sarkastik","2025-05-17T14:16:14.850057Z"
525,"1","2025-05-17T14:16:40.410710Z",2314,"saya sangat tidak setuju karena itu akan sangat merugikan sekali🤣🤣","",24.72,"sarkastik","2025-05-17T14:16:40.410710Z"
526,"1","2025-05-17T14:16:47.680602Z",2315,"hillih 😅klo niat juga bisa di urus,aturan cawapres aja bisa dia rubah koq","",6.299,"sarkastik","2025-05-17T14:16:47.680602Z"
527,"1","2025-05-17T14:16:53.644382Z",2316,"Brarti anda TDK tau , fungsi lembaga eksekutif legislatif dan yudikatif. ...
smua ada aturan . Baca lagi sana di google .","",5.102,"tidak sarkastik","2025-05-17T14:16:53.644382Z"
528,"1","2025-05-17T14:17:03.878564Z",2317,"kocak. berarti MA dan MK masih dibawah Presiden gitu? 🤣🤣🤣 wah wah, kalo gitu ngapain lgi MA dan MK dipertahankan kalo Presiden yg berkuasa sepenuhnya?","",9.368,"tidak sarkastik","2025-05-17T14:17:03.878564Z"
529,"1","2025-05-17T14:17:09.293841Z",2318,"kebanyakan angkat beban nih😹😹😹","",4.514,"sarkastik","2025-05-17T14:17:09.293841Z"
530,"1","2025-05-17T14:17:14.843928Z",2319,"kalau presiden mau dia bisa terbitkan PERPU untuk penyiaran aset para koruptor nyg terbukti jadi gak usah nunggu pengesahan UU DI DPR... dan sampai sekarang nada KIM 14 partai yg tergabung juga blm dimajukan untuk di bahas... jadi tergantung deal deal presiden dg parpol😂😂semoga yg saya spaikan bisa membantu","",4.605,"tidak sarkastik","2025-05-17T14:17:14.843928Z"
531,"1","2025-05-17T14:17:24.258951Z",2320,"biasa anak abah kan suka ngeyel gitu","",8.592,"sarkastik","2025-05-17T14:17:24.258951Z"
532,"1","2025-05-17T14:17:35.458547Z",2321,"Ya begitulah mereka , GK mau searching/literasi","",10.362,"sarkastik","2025-05-17T14:17:35.458547Z"
533,"1","2025-05-17T14:17:41.040850Z",2322,"Yg ngerti teori sj pasti ngomong gt","",4.815,"tidak sarkastik","2025-05-17T14:17:41.040850Z"
534,"1","2025-05-17T14:17:45.408164Z",2323,"00n","",3.579,"tidak sarkastik","2025-05-17T14:17:45.408164Z"
